,facility_name,total_providers,avg_years_experience,total_service_charge,total_insurance_paid
1707,Pediatric Care Center,,,,
1708,Cardiology Specialty Center,,,,
1709,Cardiology Specialty Center,,,,
1710,Pediatric Care Center,,,,
1711,Oncology Treatment Center,,,,
1712,Primary Care Clinic,,,,
1713,Northside Urgent Care,,,,
1714,Pediatric Care Center,,,,
1715,Primary Care Clinic,,,,
1716,Community Health Clinic,,,,
1717,Regional Medical Center,,,,
1718,Community Health Clinic,,,,
1719,Cardiology Specialty Center,,,,
1720,Oncology Treatment Center,,,,
1721,Northside Urgent Care,,,,
1722,Emergency Medical Center,,,,
1723,Oncology Treatment Center,,,,
1724,Emergency Medical Center,,,,
1725,Cardiology Specialty Center,,,,
1726,Northside Urgent Care,,,,
1727,Cardiology Specialty Center,,,,
1728,Oncology Treatment Center,,,,
1729,Surgical Specialty Center,,,,
1730,Surgical Specialty Center,,,,
1731,Northside Urgent Care,,,,
1732,Oncology Treatment Center,,,,
1733,Surgical Specialty Center,,,,
1734,Regional Medical Center,,,,
1735,Regional Medical Center,,,,
1736,Pediatric Care Center,,,,
1737,Northside Urgent Care,,,,
1738,Regional Medical Center,,,,
1739,Primary Care Clinic,,,,
1740,Community Health Clinic,,,,
1741,Oncology Treatment Center,,,,
1742,Oncology Treatment Center,,,,
1743,Primary Care Clinic,,,,
1744,Northside Urgent Care,,,,
1745,Surgical Specialty Center,,,,
1746,Surgical Specialty Center,,,,
1747,Emergency Medical Center,,,,
1748,Emergency Medical Center,,,,
1749,Primary Care Clinic,,,,
1750,Regional Medical Center,,,,
1751,Community Health Clinic,,,,
1752,Emergency Medical Center,,,,
1753,Cardiology Specialty Center,,,,
1754,Community Health Clinic,,,,
1755,Emergency Medical Center,,,,
1756,Emergency Medical Center,,,,
1757,City General Hospital,,,,
1758,Community Health Clinic,,,,
1759,Primary Care Clinic,,,,
1760,Regional Medical Center,,,,
1761,Surgical Specialty Center,,,,
1762,Pediatric Care Center,,,,
1763,Oncology Treatment Center,,,,
1764,Emergency Medical Center,,,,
1765,Regional Medical Center,,,,
1766,Northside Urgent Care,,,,
1767,Community Health Clinic,,,,
1768,Surgical Specialty Center,,,,
1769,Cardiology Specialty Center,,,,
1770,Primary Care Clinic,,,,
1771,Pediatric Care Center,,,,
1772,Community Health Clinic,,,,
1773,Pediatric Care Center,,,,
1774,Emergency Medical Center,,,,
1775,Regional Medical Center,,,,
1776,Surgical Specialty Center,,,,
1777,Community Health Clinic,,,,
1778,Pediatric Care Center,,,,
1779,Primary Care Clinic,,,,
1780,Oncology Treatment Center,,,,
1781,Community Health Clinic,,,,
1782,City General Hospital,,,,
1783,Pediatric Care Center,,,,
1784,Emergency Medical Center,,,,
1785,Regional Medical Center,,,,
1786,Cardiology Specialty Center,,,,
1787,Cardiology Specialty Center,,,,
1788,Northside Urgent Care,,,,
1789,City General Hospital,,,,
1790,Community Health Clinic,,,,
1791,Regional Medical Center,,,,
1792,Regional Medical Center,,,,
1793,Primary Care Clinic,,,,
1794,Emergency Medical Center,,,,
1795,Regional Medical Center,,,,
1796,Regional Medical Center,,,,
1797,Pediatric Care Center,,,,
1798,Regional Medical Center,,,,
1799,Surgical Specialty Center,,,,
1800,City General Hospital,,,,
1801,Pediatric Care Center,,,,
1802,Emergency Medical Center,,,,
1803,Emergency Medical Center,,,,
1804,Cardiology Specialty Center,,,,
1805,Surgical Specialty Center,,,,
1806,Oncology Treatment Center,,,,
1807,Surgical Specialty Center,,,,
1808,City General Hospital,,,,
1809,Emergency Medical Center,,,,
1810,Surgical Specialty Center,,,,
1811,City General Hospital,,,,
1812,City General Hospital,,,,
1813,Cardiology Specialty Center,,,,
1814,Regional Medical Center,,,,
1815,Pediatric Care Center,,,,
1816,Northside Urgent Care,,,,
1817,Pediatric Care Center,,,,
1818,Oncology Treatment Center,,,,
1819,Oncology Treatment Center,,,,
1820,Pediatric Care Center,,,,
1821,Surgical Specialty Center,,,,
1822,Primary Care Clinic,,,,
1823,Pediatric Care Center,,,,
1824,Oncology Treatment Center,,,,
1825,Pediatric Care Center,,,,
1826,Oncology Treatment Center,,,,
1827,Primary Care Clinic,,,,
1828,Primary Care Clinic,,,,
1829,Oncology Treatment Center,,,,
1830,Surgical Specialty Center,,,,
1831,Primary Care Clinic,,,,
1832,Northside Urgent Care,,,,
1833,Primary Care Clinic,,,,
1834,Community Health Clinic,,,,
1835,Regional Medical Center,,,,
1836,Regional Medical Center,,,,
1837,Community Health Clinic,,,,
1838,Primary Care Clinic,,,,
1839,Cardiology Specialty Center,,,,
1840,Surgical Specialty Center,,,,
1841,Primary Care Clinic,,,,
1842,Community Health Clinic,,,,
1843,Cardiology Specialty Center,,,,
1844,Primary Care Clinic,,,,
1845,Oncology Treatment Center,,,,
1846,Northside Urgent Care,,,,
1847,Surgical Specialty Center,,,,
1848,Pediatric Care Center,,,,
1849,Oncology Treatment Center,,,,
1850,Pediatric Care Center,,,,
1851,City General Hospital,,,,
1852,Regional Medical Center,,,,
1853,Primary Care Clinic,,,,
1854,City General Hospital,,,,
1855,Northside Urgent Care,,,,
1856,Surgical Specialty Center,,,,
1857,Oncology Treatment Center,,,,
1858,Primary Care Clinic,,,,
1859,Primary Care Clinic,,,,
1860,Primary Care Clinic,,,,
1861,City General Hospital,,,,
1862,City General Hospital,,,,
1863,City General Hospital,,,,
1864,Primary Care Clinic,,,,
1865,Community Health Clinic,,,,
1866,Community Health Clinic,,,,
1867,Pediatric Care Center,,,,
1868,Pediatric Care Center,,,,
1869,City General Hospital,,,,
1870,Primary Care Clinic,,,,
1871,Pediatric Care Center,,,,
1872,Regional Medical Center,,,,
1873,Oncology Treatment Center,,,,
1874,Community Health Clinic,,,,
1875,Primary Care Clinic,,,,
1876,Community Health Clinic,,,,
1877,Pediatric Care Center,,,,
1878,Cardiology Specialty Center,,,,
1879,Cardiology Specialty Center,,,,
1880,Northside Urgent Care,,,,
1881,Regional Medical Center,,,,
1882,City General Hospital,,,,
1883,City General Hospital,,,,
1884,City General Hospital,,,,
1885,Community Health Clinic,,,,
1886,City General Hospital,,,,
1887,Emergency Medical Center,,,,
1888,Primary Care Clinic,,,,
1889,Emergency Medical Center,,,,
1890,City General Hospital,,,,
1891,Emergency Medical Center,,,,
1892,City General Hospital,,,,
1893,Primary Care Clinic,,,,
1894,Emergency Medical Center,,,,
1895,Community Health Clinic,,,,
1896,Regional Medical Center,,,,
1897,Primary Care Clinic,,,,
1898,City General Hospital,,,,
1899,Northside Urgent Care,,,,
1900,Primary Care Clinic,,,,
1901,Pediatric Care Center,,,,
1902,Community Health Clinic,,,,
1903,Regional Medical Center,,,,
1904,Community Health Clinic,,,,
1905,Cardiology Specialty Center,,,,
1906,Surgical Specialty Center,,,,
1907,Northside Urgent Care,,,,
1908,Northside Urgent Care,,,,
1909,Regional Medical Center,,,,
1910,Surgical Specialty Center,,,,
1911,Northside Urgent Care,,,,
1912,Surgical Specialty Center,,,,
1913,Surgical Specialty Center,,,,
1914,Surgical Specialty Center,,,,
1915,Pediatric Care Center,,,,
1916,City General Hospital,,,,
1917,Community Health Clinic,,,,
1918,Emergency Medical Center,,,,
1919,City General Hospital,,,,
1920,Regional Medical Center,,,,
1921,Regional Medical Center,,,,
1922,Regional Medical Center,,,,
1923,Primary Care Clinic,,,,
1924,Regional Medical Center,,,,
1925,Cardiology Specialty Center,,,,
1926,Primary Care Clinic,,,,
1927,Pediatric Care Center,,,,
1928,Oncology Treatment Center,,,,
1929,City General Hospital,,,,
1930,Oncology Treatment Center,,,,
1931,Surgical Specialty Center,,,,
1932,City General Hospital,,,,
1933,Oncology Treatment Center,,,,
1934,City General Hospital,,,,
1935,Emergency Medical Center,,,,
1936,Oncology Treatment Center,,,,
1937,Oncology Treatment Center,,,,
1938,Primary Care Clinic,,,,
1939,Primary Care Clinic,,,,
1940,Surgical Specialty Center,,,,
1941,Primary Care Clinic,,,,
1942,Regional Medical Center,,,,
1943,Primary Care Clinic,,,,
1944,Cardiology Specialty Center,,,,
1945,Surgical Specialty Center,,,,
1946,Northside Urgent Care,,,,
1947,Emergency Medical Center,,,,
1948,Northside Urgent Care,,,,
1949,Primary Care Clinic,,,,
1950,City General Hospital,,,,
1951,Surgical Specialty Center,,,,
1952,City General Hospital,,,,
1953,Oncology Treatment Center,,,,
1954,Regional Medical Center,,,,
1955,Surgical Specialty Center,,,,
1956,Cardiology Specialty Center,,,,
1957,Northside Urgent Care,,,,
1958,Primary Care Clinic,,,,
1959,Primary Care Clinic,,,,
1960,City General Hospital,,,,
1961,Surgical Specialty Center,,,,
1962,Emergency Medical Center,,,,
1963,Oncology Treatment Center,,,,
1964,Regional Medical Center,,,,
1965,Oncology Treatment Center,,,,
1966,Primary Care Clinic,,,,
1967,Surgical Specialty Center,,,,
1968,Pediatric Care Center,,,,
1969,Northside Urgent Care,,,,
1970,Surgical Specialty Center,,,,
1971,Surgical Specialty Center,,,,
1972,Oncology Treatment Center,,,,
1973,Oncology Treatment Center,,,,
1974,Primary Care Clinic,,,,
1975,Oncology Treatment Center,,,,
1976,Regional Medical Center,,,,
1977,Northside Urgent Care,,,,
1978,Northside Urgent Care,,,,
1979,Cardiology Specialty Center,,,,
1980,City General Hospital,,,,
1981,Northside Urgent Care,,,,
1982,Northside Urgent Care,,,,
1983,Community Health Clinic,,,,
1984,City General Hospital,,,,
1985,City General Hospital,,,,
1986,Cardiology Specialty Center,,,,
1987,Surgical Specialty Center,,,,
1988,Emergency Medical Center,,,,
1989,Oncology Treatment Center,,,,
1990,Oncology Treatment Center,,,,
1991,Northside Urgent Care,,,,
1992,Northside Urgent Care,,,,
1993,Cardiology Specialty Center,,,,
1994,Pediatric Care Center,,,,
1995,Emergency Medical Center,,,,
1996,Northside Urgent Care,,,,
1997,Cardiology Specialty Center,,,,
1998,Regional Medical Center,,,,
1999,Northside Urgent Care,,,,
2000,Oncology Treatment Center,,,,
2001,Northside Urgent Care,,,,
2002,Surgical Specialty Center,,,,
2003,Oncology Treatment Center,,,,
2004,Community Health Clinic,,,,
2005,Pediatric Care Center,,,,
2006,Cardiology Specialty Center,,,,
2007,Oncology Treatment Center,,,,
2008,City General Hospital,,,,
2009,Primary Care Clinic,,,,
2010,Primary Care Clinic,,,,
2011,Regional Medical Center,,,,
2012,Surgical Specialty Center,,,,
2013,Community Health Clinic,,,,
2014,Cardiology Specialty Center,,,,
2015,Community Health Clinic,,,,
2016,Cardiology Specialty Center,,,,
2017,Surgical Specialty Center,,,,
2018,Primary Care Clinic,,,,
2019,Regional Medical Center,,,,
2020,Pediatric Care Center,,,,
2021,Northside Urgent Care,,,,
2022,Northside Urgent Care,,,,
2023,Surgical Specialty Center,,,,
2024,City General Hospital,,,,
2025,Primary Care Clinic,,,,
2026,Community Health Clinic,,,,
2027,City General Hospital,,,,
2028,Northside Urgent Care,,,,
2029,Northside Urgent Care,,,,
2030,Oncology Treatment Center,,,,
2031,Northside Urgent Care,,,,
2032,Surgical Specialty Center,,,,
2033,Regional Medical Center,,,,
2034,Oncology Treatment Center,,,,
2035,Oncology Treatment Center,,,,
2036,Oncology Treatment Center,,,,
2037,Community Health Clinic,,,,
2038,Primary Care Clinic,,,,
2039,Pediatric Care Center,,,,
2040,Emergency Medical Center,,,,
2041,City General Hospital,,,,
2042,Community Health Clinic,,,,
2043,City General Hospital,,,,
2044,Northside Urgent Care,,,,
2045,Community Health Clinic,,,,
2046,Primary Care Clinic,,,,
2047,Cardiology Specialty Center,,,,
2048,Oncology Treatment Center,,,,
2049,Northside Urgent Care,,,,
2050,Cardiology Specialty Center,,,,
2051,Pediatric Care Center,,,,
2052,Emergency Medical Center,,,,
2053,Surgical Specialty Center,,,,
2054,Emergency Medical Center,,,,
2055,Regional Medical Center,,,,
2056,Pediatric Care Center,,,,
2057,Surgical Specialty Center,,,,
2058,Northside Urgent Care,,,,
2059,Community Health Clinic,,,,
2060,Northside Urgent Care,,,,
2061,Surgical Specialty Center,,,,
2062,Northside Urgent Care,,,,
2063,Emergency Medical Center,,,,
2064,Northside Urgent Care,,,,
2065,Primary Care Clinic,,,,
2066,City General Hospital,,,,
2067,Pediatric Care Center,,,,
2068,Regional Medical Center,,,,
2069,Pediatric Care Center,,,,
2070,Cardiology Specialty Center,,,,
2071,City General Hospital,,,,
2072,Surgical Specialty Center,,,,
2073,Pediatric Care Center,,,,
2074,Primary Care Clinic,,,,
2075,Northside Urgent Care,,,,
2076,Oncology Treatment Center,,,,
2077,Surgical Specialty Center,,,,
2078,Surgical Specialty Center,,,,
2079,City General Hospital,,,,
2080,Primary Care Clinic,,,,
2081,Emergency Medical Center,,,,
2082,Primary Care Clinic,,,,
2083,Primary Care Clinic,,,,
2084,City General Hospital,,,,
2085,Primary Care Clinic,,,,
2086,Regional Medical Center,,,,
2087,Community Health Clinic,,,,
2088,Northside Urgent Care,,,,
2089,Regional Medical Center,,,,
2090,Oncology Treatment Center,,,,
2091,Northside Urgent Care,,,,
2092,Northside Urgent Care,,,,
2093,Oncology Treatment Center,,,,
2094,Oncology Treatment Center,,,,
2095,Pediatric Care Center,,,,
2096,Surgical Specialty Center,,,,
2097,City General Hospital,,,,
2098,Regional Medical Center,,,,
2099,Regional Medical Center,,,,
2100,City General Hospital,,,,
2101,Northside Urgent Care,,,,
2102,Regional Medical Center,,,,
2103,City General Hospital,,,,
2104,Surgical Specialty Center,,,,
2105,Surgical Specialty Center,,,,
2106,Regional Medical Center,,,,
2107,Primary Care Clinic,,,,
2108,Community Health Clinic,,,,
2109,Primary Care Clinic,,,,
2110,Community Health Clinic,,,,
2111,Emergency Medical Center,,,,
2112,Surgical Specialty Center,,,,
2113,Northside Urgent Care,,,,
2114,Community Health Clinic,,,,
2115,City General Hospital,,,,
2116,Regional Medical Center,,,,
2117,Pediatric Care Center,,,,
2118,Regional Medical Center,,,,
2119,Community Health Clinic,,,,
2120,Cardiology Specialty Center,,,,
2121,City General Hospital,,,,
2122,Surgical Specialty Center,,,,
2123,Cardiology Specialty Center,,,,
2124,City General Hospital,,,,
2125,Surgical Specialty Center,,,,
2126,Oncology Treatment Center,,,,
2127,City General Hospital,,,,
2128,Community Health Clinic,,,,
2129,Emergency Medical Center,,,,
2130,Surgical Specialty Center,,,,
2131,Regional Medical Center,,,,
2132,Northside Urgent Care,,,,
2133,Community Health Clinic,,,,
2134,Northside Urgent Care,,,,
2135,Primary Care Clinic,,,,
2136,Northside Urgent Care,,,,
2137,Cardiology Specialty Center,,,,
2138,Northside Urgent Care,,,,
2139,Emergency Medical Center,,,,
2140,Cardiology Specialty Center,,,,
2141,Community Health Clinic,,,,
2142,Northside Urgent Care,,,,
2143,City General Hospital,,,,
2144,Emergency Medical Center,,,,
2145,Cardiology Specialty Center,,,,
2146,Surgical Specialty Center,,,,
2147,Community Health Clinic,,,,
2148,Primary Care Clinic,,,,
2149,Oncology Treatment Center,,,,
2150,Cardiology Specialty Center,,,,
2151,Surgical Specialty Center,,,,
2152,Cardiology Specialty Center,,,,
2153,Community Health Clinic,,,,
2154,Community Health Clinic,,,,
2155,Cardiology Specialty Center,,,,
2156,Primary Care Clinic,,,,
2157,Cardiology Specialty Center,,,,
2158,Community Health Clinic,,,,
2159,Primary Care Clinic,,,,
2160,Surgical Specialty Center,,,,
2161,Primary Care Clinic,,,,
2162,Cardiology Specialty Center,,,,
2163,Regional Medical Center,,,,
2164,Pediatric Care Center,,,,
2165,Primary Care Clinic,,,,
2166,Oncology Treatment Center,,,,
2167,Primary Care Clinic,,,,
2168,Cardiology Specialty Center,,,,
2169,Cardiology Specialty Center,,,,
2170,Surgical Specialty Center,,,,
2171,Oncology Treatment Center,,,,
2172,Oncology Treatment Center,,,,
2173,Pediatric Care Center,,,,
2174,Primary Care Clinic,,,,
2175,Pediatric Care Center,,,,
2176,City General Hospital,,,,
2177,Northside Urgent Care,,,,
2178,Primary Care Clinic,,,,
2179,Cardiology Specialty Center,,,,
2180,Primary Care Clinic,,,,
2181,Emergency Medical Center,,,,
2182,Regional Medical Center,,,,
2183,Primary Care Clinic,,,,
2184,Emergency Medical Center,,,,
2185,Primary Care Clinic,,,,
2186,Community Health Clinic,,,,
2187,City General Hospital,,,,
2188,Northside Urgent Care,,,,
2189,Regional Medical Center,,,,
2190,Oncology Treatment Center,,,,
2191,Community Health Clinic,,,,
2192,Emergency Medical Center,,,,
2193,Emergency Medical Center,,,,
2194,Regional Medical Center,,,,
2195,Cardiology Specialty Center,,,,
2196,Regional Medical Center,,,,
2197,Oncology Treatment Center,,,,
2198,Surgical Specialty Center,,,,
2199,City General Hospital,,,,
2200,Emergency Medical Center,,,,
2201,Surgical Specialty Center,,,,
2202,Emergency Medical Center,,,,
2203,Regional Medical Center,,,,
2204,Surgical Specialty Center,,,,
2205,City General Hospital,,,,
2206,City General Hospital,,,,
2207,Northside Urgent Care,,,,
2208,Surgical Specialty Center,,,,
2209,Pediatric Care Center,,,,
2210,Oncology Treatment Center,,,,
2211,Community Health Clinic,,,,
2212,Primary Care Clinic,,,,
2213,Surgical Specialty Center,,,,
2214,Community Health Clinic,,,,
2215,Emergency Medical Center,,,,
2216,Cardiology Specialty Center,,,,
2217,Emergency Medical Center,,,,
2218,Cardiology Specialty Center,,,,
2219,Community Health Clinic,,,,
2220,Emergency Medical Center,,,,
2221,Oncology Treatment Center,,,,
2222,Pediatric Care Center,,,,
2223,Cardiology Specialty Center,,,,
2224,Northside Urgent Care,,,,
2225,Community Health Clinic,,,,
2226,Primary Care Clinic,,,,
2227,Cardiology Specialty Center,,,,
2228,Cardiology Specialty Center,,,,
2229,Northside Urgent Care,,,,
2230,Surgical Specialty Center,,,,
2231,Pediatric Care Center,,,,
2232,Oncology Treatment Center,,,,
2233,Emergency Medical Center,,,,
2234,Emergency Medical Center,,,,
2235,Primary Care Clinic,,,,
2236,Oncology Treatment Center,,,,
2237,Oncology Treatment Center,,,,
2238,Northside Urgent Care,,,,
2239,Oncology Treatment Center,,,,
2240,Oncology Treatment Center,,,,
2241,Pediatric Care Center,,,,
2242,Regional Medical Center,,,,
2243,Primary Care Clinic,,,,
2244,Community Health Clinic,,,,
2245,Oncology Treatment Center,,,,
2246,Cardiology Specialty Center,,,,
2247,Oncology Treatment Center,,,,
2248,Community Health Clinic,,,,
2249,Regional Medical Center,,,,
2250,Community Health Clinic,,,,
2251,City General Hospital,,,,
2252,Community Health Clinic,,,,
2253,Primary Care Clinic,,,,
2254,Community Health Clinic,,,,
2255,City General Hospital,,,,
2256,City General Hospital,,,,
2257,Oncology Treatment Center,,,,
2258,Community Health Clinic,,,,
2259,Northside Urgent Care,,,,
2260,City General Hospital,,,,
2261,Regional Medical Center,,,,
2262,Regional Medical Center,,,,
2263,Primary Care Clinic,,,,
2264,Regional Medical Center,,,,
2265,Primary Care Clinic,,,,
2266,Cardiology Specialty Center,,,,
2267,Northside Urgent Care,,,,
2268,Pediatric Care Center,,,,
2269,Northside Urgent Care,,,,
2270,Oncology Treatment Center,,,,
2271,Regional Medical Center,,,,
2272,Northside Urgent Care,,,,
2273,City General Hospital,,,,
2274,Emergency Medical Center,,,,
2275,Community Health Clinic,,,,
2276,Primary Care Clinic,,,,
2277,Primary Care Clinic,,,,
2278,Oncology Treatment Center,,,,
2279,Regional Medical Center,,,,
2280,Emergency Medical Center,,,,
2281,Community Health Clinic,,,,
2282,Northside Urgent Care,,,,
2283,Community Health Clinic,,,,
2284,Pediatric Care Center,,,,
2285,Pediatric Care Center,,,,
2286,Northside Urgent Care,,,,
2287,Northside Urgent Care,,,,
2288,City General Hospital,,,,
2289,Cardiology Specialty Center,,,,
2290,Regional Medical Center,,,,
2291,Pediatric Care Center,,,,
2292,Oncology Treatment Center,,,,
2293,Oncology Treatment Center,,,,
2294,Regional Medical Center,,,,
2295,Emergency Medical Center,,,,
2296,Primary Care Clinic,,,,
2297,Northside Urgent Care,,,,
2298,Cardiology Specialty Center,,,,
2299,Community Health Clinic,,,,
2300,Cardiology Specialty Center,,,,
2301,Community Health Clinic,,,,
2302,Pediatric Care Center,,,,
2303,Regional Medical Center,,,,
2304,Surgical Specialty Center,,,,
2305,Surgical Specialty Center,,,,
2306,Oncology Treatment Center,,,,
2307,Regional Medical Center,,,,
2308,City General Hospital,,,,
2309,City General Hospital,,,,
2310,Cardiology Specialty Center,,,,
2311,Northside Urgent Care,,,,
2312,Oncology Treatment Center,,,,
2313,City General Hospital,,,,
2314,Primary Care Clinic,,,,
2315,Cardiology Specialty Center,,,,
2316,Emergency Medical Center,,,,
2317,Primary Care Clinic,,,,
2318,Northside Urgent Care,,,,
2319,Northside Urgent Care,,,,
2320,Surgical Specialty Center,,,,
2321,Northside Urgent Care,,,,
2322,Emergency Medical Center,,,,
2323,Oncology Treatment Center,,,,
2324,Emergency Medical Center,,,,
2325,Surgical Specialty Center,,,,
2326,Emergency Medical Center,,,,
2327,Community Health Clinic,,,,
2328,Emergency Medical Center,,,,
2329,Cardiology Specialty Center,,,,
2330,Primary Care Clinic,,,,
2331,Primary Care Clinic,,,,
2332,Primary Care Clinic,,,,
2333,Emergency Medical Center,,,,
2334,Regional Medical Center,,,,
2335,Northside Urgent Care,,,,
2336,Cardiology Specialty Center,,,,
2337,City General Hospital,,,,
2338,Primary Care Clinic,,,,
2339,Community Health Clinic,,,,
2340,Surgical Specialty Center,,,,
2341,Northside Urgent Care,,,,
2342,City General Hospital,,,,
2343,Oncology Treatment Center,,,,
2344,Emergency Medical Center,,,,
2345,Pediatric Care Center,,,,
2346,Community Health Clinic,,,,
2347,Regional Medical Center,,,,
2348,Primary Care Clinic,,,,
2349,Oncology Treatment Center,,,,
2350,Emergency Medical Center,,,,
2351,Cardiology Specialty Center,,,,
2352,Oncology Treatment Center,,,,
2353,Pediatric Care Center,,,,
2354,Pediatric Care Center,,,,
2355,Oncology Treatment Center,,,,
2356,City General Hospital,,,,
2357,Cardiology Specialty Center,,,,
2358,Emergency Medical Center,,,,
2359,Emergency Medical Center,,,,
2360,Northside Urgent Care,,,,
2361,Emergency Medical Center,,,,
2362,Cardiology Specialty Center,,,,
2363,Community Health Clinic,,,,
2364,Oncology Treatment Center,,,,
2365,Community Health Clinic,,,,
2366,Pediatric Care Center,,,,
2367,Surgical Specialty Center,,,,
2368,Regional Medical Center,,,,
2369,Regional Medical Center,,,,
2370,Community Health Clinic,,,,
2371,Emergency Medical Center,,,,
2372,Emergency Medical Center,,,,
2373,Cardiology Specialty Center,,,,
2374,Emergency Medical Center,,,,
2375,Surgical Specialty Center,,,,
2376,Community Health Clinic,,,,
2377,Surgical Specialty Center,,,,
2378,Community Health Clinic,,,,
2379,Regional Medical Center,,,,
2380,Surgical Specialty Center,,,,
2381,Emergency Medical Center,,,,
2382,Community Health Clinic,,,,
2383,Surgical Specialty Center,,,,
2384,Northside Urgent Care,,,,
2385,Pediatric Care Center,,,,
2386,Primary Care Clinic,,,,
2387,Surgical Specialty Center,,,,
2388,Community Health Clinic,,,,
2389,Pediatric Care Center,,,,
2390,Surgical Specialty Center,,,,
2391,Pediatric Care Center,,,,
2392,Primary Care Clinic,,,,
2393,Emergency Medical Center,,,,
2394,Regional Medical Center,,,,
2395,Community Health Clinic,,,,
2396,Primary Care Clinic,,,,
2397,Pediatric Care Center,,,,
2398,Emergency Medical Center,,,,
2399,Primary Care Clinic,,,,
2400,Emergency Medical Center,,,,
2401,Community Health Clinic,,,,
2402,Primary Care Clinic,,,,
2403,Emergency Medical Center,,,,
2404,Pediatric Care Center,,,,
2405,Northside Urgent Care,,,,
2406,Cardiology Specialty Center,,,,
2407,Emergency Medical Center,,,,
2408,Northside Urgent Care,,,,
2409,Oncology Treatment Center,,,,
2410,Surgical Specialty Center,,,,
2411,Emergency Medical Center,,,,
2412,Northside Urgent Care,,,,
2413,Northside Urgent Care,,,,
2414,City General Hospital,,,,
2415,Regional Medical Center,,,,
2416,City General Hospital,,,,
2417,Primary Care Clinic,,,,
2418,Emergency Medical Center,,,,
2419,Cardiology Specialty Center,,,,
2420,Emergency Medical Center,,,,
2421,Regional Medical Center,,,,
2422,Primary Care Clinic,,,,
2423,Primary Care Clinic,,,,
2424,Cardiology Specialty Center,,,,
2425,Emergency Medical Center,,,,
2426,Northside Urgent Care,,,,
2427,Emergency Medical Center,,,,
2428,Pediatric Care Center,,,,
2429,Primary Care Clinic,,,,
2430,City General Hospital,,,,
2431,Pediatric Care Center,,,,
2432,Surgical Specialty Center,,,,
2433,Regional Medical Center,,,,
2434,Northside Urgent Care,,,,
2435,Northside Urgent Care,,,,
2436,Community Health Clinic,,,,
2437,Primary Care Clinic,,,,
2438,Emergency Medical Center,,,,
2439,Cardiology Specialty Center,,,,
2440,Pediatric Care Center,,,,
2441,Northside Urgent Care,,,,
2442,Emergency Medical Center,,,,
2443,Emergency Medical Center,,,,
2444,Emergency Medical Center,,,,
2445,Regional Medical Center,,,,
2446,Emergency Medical Center,,,,
2447,Northside Urgent Care,,,,
2448,Oncology Treatment Center,,,,
2449,Pediatric Care Center,,,,
2450,Community Health Clinic,,,,
2451,Community Health Clinic,,,,
2452,Oncology Treatment Center,,,,
2453,City General Hospital,,,,
2454,Pediatric Care Center,,,,
2455,Primary Care Clinic,,,,
2456,Northside Urgent Care,,,,
2457,Oncology Treatment Center,,,,
2458,Emergency Medical Center,,,,
2459,City General Hospital,,,,
2460,Cardiology Specialty Center,,,,
2461,City General Hospital,,,,
2462,Northside Urgent Care,,,,
2463,Surgical Specialty Center,,,,
2464,Pediatric Care Center,,,,
2465,Surgical Specialty Center,,,,
2466,City General Hospital,,,,
2467,Oncology Treatment Center,,,,
2468,Cardiology Specialty Center,,,,
2469,Community Health Clinic,,,,
2470,Community Health Clinic,,,,
2471,Oncology Treatment Center,,,,
2472,Northside Urgent Care,,,,
2473,Primary Care Clinic,,,,
2474,Pediatric Care Center,,,,
2475,Community Health Clinic,,,,
2476,Pediatric Care Center,,,,
2477,Surgical Specialty Center,,,,
2478,Emergency Medical Center,,,,
2479,Primary Care Clinic,,,,
2480,Primary Care Clinic,,,,
2481,Community Health Clinic,,,,
2482,Primary Care Clinic,,,,
2483,Regional Medical Center,,,,
2484,Regional Medical Center,,,,
2485,City General Hospital,,,,
2486,City General Hospital,,,,
2487,Cardiology Specialty Center,,,,
2488,Oncology Treatment Center,,,,
2489,Regional Medical Center,,,,
2490,Pediatric Care Center,,,,
2491,Primary Care Clinic,,,,
2492,Northside Urgent Care,,,,
2493,Regional Medical Center,,,,
2494,Surgical Specialty Center,,,,
2495,Northside Urgent Care,,,,
2496,Emergency Medical Center,,,,
2497,Regional Medical Center,,,,
2498,Oncology Treatment Center,,,,
2499,Regional Medical Center,,,,
2500,Regional Medical Center,,,,
2501,Oncology Treatment Center,,,,
2502,Oncology Treatment Center,,,,
2503,Oncology Treatment Center,,,,
2504,Community Health Clinic,,,,
2505,Northside Urgent Care,,,,
2506,Emergency Medical Center,,,,
2507,Cardiology Specialty Center,,,,
2508,Oncology Treatment Center,,,,
2509,Oncology Treatment Center,,,,
2510,Pediatric Care Center,,,,
2511,Oncology Treatment Center,,,,
2512,Community Health Clinic,,,,
2513,Primary Care Clinic,,,,
2514,Emergency Medical Center,,,,
2515,Surgical Specialty Center,,,,
2516,City General Hospital,,,,
2517,City General Hospital,,,,
2518,Northside Urgent Care,,,,
2519,Surgical Specialty Center,,,,
2520,Cardiology Specialty Center,,,,
2521,Regional Medical Center,,,,
2522,Surgical Specialty Center,,,,
2523,Community Health Clinic,,,,
2524,Community Health Clinic,,,,
2525,Pediatric Care Center,,,,
2526,City General Hospital,,,,
2527,Regional Medical Center,,,,
2528,Pediatric Care Center,,,,
2529,Surgical Specialty Center,,,,
2530,Emergency Medical Center,,,,
2531,Cardiology Specialty Center,,,,
2532,Oncology Treatment Center,,,,
